user_id,helpful_vote
AGOR46NARFZQ35TJA7GVUWC7WX5Q,5
AFIJLAW3HIOMRUFSWNH54IJ3XQAA,6
AG5XGWBUVIQWZBR2CSPLHNBGINLA,3
AEE7M6SSLM6MOAKW7X5KGVI3QVHQ,1
AG3XVMSR63FRTMHFIACPDO7OYZDA,2
AF7EM4N67D5P4YJKZZF7XODK6HVA,0
AHZ547XWV2I5OBJ5FO2ZQ7JWR6QA,11
AEONA76PFRHESS2JG3KEUFQIGHGA,0
AFE7XVAELVHIHWHKM6NFIVLS55YA,0
AHXTTELUUFQL2JISQXM74IBS42DA,0
AEJOF7IWCXUQQJGQ6VZGRDX3HGKA,5
AEPY3WJN3G2XOBDIUN3RXMU7YXAA,0
AE4EY2RB3FDDFWK5AEBP2WP3AGMA,0
AHAI5HUHQGZ4HO5MMNFEX4MVIM3A,1
AGOMGWFQQGFNSIQNGXIL2USM3EOA,0
AFDMBP5WKTPK4TUMUXPDDDQOFP2A,0
AFYPRMPB3XQUHB7ZDJ2NVZRVRQVQ,0
AGMMAQVN5LH5CYR5VLPGAYRLFBJA,0
AFRWRFROLSWDUPFVWCWLMARPVGJA,3
AEFHQE7GHY2O23AJESRJ2NYVVPSQ,0
AHT4BYG5DOGZ2QV3MYWV5PYC5Z3A,0
AHRXAQIUXEYOX4RZY4FTPB5QZORA,0
AFQZDTGOFXWVYVK3GKDWUKGDMBLQ,0
AELCJLJAOMS3DFYF6KUXMXJBXARA,3
AGRKORVXCVNDGPEAF5W7NG74FP2A,1
AF67PYI2JFGZ7SZZOOWPTIWBZW5A,0
AH76IQOCFNQJNEPMP2XUVMQWGYMA,0
AFK7OYHDESSAWUPMYPOBUC7L4E3Q,0
AE5NOSEXKQHWMPATOYD3FM2ZJ5BQ,0
AFRRY33UKK3KLUJXWVA3OXLAJMEA,3
AHU5CQIGTPW3L7CSVCMW66XSSPDA,0
AHKJOOAD6EZWMTAVRS2SIWPJSNNA,0
AGXT3RNOFJODHMPMDB3TXBAU42YQ,0
AGZGA2B5XSMI45L7T3TJM6SZZ4LQ,1
AGAVKNCPQC4E4KVNDMKCNG74DLAA,5
AHJIG2OSUZ2B5J3J3XJNXBAZOTJA,0
AE6VDHCPPW2D3R7IYILBAE5C32RA,0
AEZRDTTMTVKCV7BMDR3L23XHL2MA,1
AFO7RWACXRPNINN7C7HG5CCGVMCQ,0
AEYL4ZM2I6F6JZAMXCI6WINOA4WA,1
AHZXN2OZBRTGQU4UVYDWDR2JU5CA,0
AHLVYTD6QPNAYBIIDTR7H3GWAYZQ,0
AFN4JFDMHCUG5CIT5S7O3IN5L6TQ,1
AG3OMX2OKPGW6HEMNPEVIP7CB4HA,2
AG4LLC6OSJUW7MTIZE4G332S5MYA,1
AFHP5ELLKFTYFI6FH2X5XF4WDRDA,1
AEOCSHVOBSGQAN5MBKGPRRHF2OSQ,3
AH4Z47YBJ7FV42RHZBLKLGHH35CA,0
AEL5ZHI6X5STOL3Y6PCQRSSTIWRQ,0
AHWZLEZ32TUVMHLGAT2RHWSWJ6SA,1
AGOTIZH7DO5TBSSAKDOMYQKDMDSA,0
AFXAX77UJGWZG2JU2Z52CQQH7YAA,0
AH5Z53QCWLNKZZZXXZ5Z5A4HA4HA,0
AGKL6HULUU4BORINRMSKERMGN6YQ,0
AHQFGROZVW3ZWQFYDPUM7PCPKKRA,0
AHLNMKVMOMO7SMAI3TRC3RCMUAMQ,0
AFJGUSPU2TVTQ5NQMQCGL52IWO6A,0
AGGTIOAQBT2XEBVS3H2WNVAWV3NQ,0
AFZNUOLBP4VX46FPIMS6R7TPFPHA,1
AH4KAKXUUFJIWCE2Q6UP3YP3PAQQ,2
AFUEQBZGK777OQIPKCIGQKK53MDA,0
AGRC3JDXRCSSQ6TOMEB66Y5ORIYA,0
AHAR2ITQ3O2FJJDLIORAQ226KZHQ,4
AE6U2ZCGCBRDU3TT3PVH44ITRLOA,5
AG5QC2TGPZRTGSNFVFSLXDHG2ORQ,0
AHCLVJWUA4O6BWTQTEAR4YI72SKQ,0
AEIIADPXUMFT4KJEZQUOZVZ67S5Q,0
AHNA2T6S3LRE5NPKVWQ3VAYAN6OA,0
AFGI5XVA5EBVOE2EOS42KHQSULXA,8
AHM2XKCUWJ4GZQNGDGNEVEN7FJYQ,3
AGXFIFO4VWNHPAX3VJPRQ2QJSCSQ,1
AEKKEUY422QHRJH7EAPZ2M7SONNQ,0
AFO2VP5GWU5PF44UFVG5HTOHYLHA,0
AHQIJ7JMNCO2EXSIKHXWRRSVMUXA,0
AF5JU3VCZM2XNQAN6T7NFJEENENA,1
AH2JZ2XBZ4WYWY2GBU33YXFT2LWQ,0
AGC6RAOTWSUWXFPFJ2SQUB4CDRVA,6
AGVEYTISKLZ4ETNFKLNVSX76BSKA,0
AFSHBL3LUTLGO3UJONM6LVEJLEQQ,2
AHTWISCZKNLEBVTIFZP6EZRY2ISA,1
AGXCHND2PQ4BCHN2WLQQAGRGJV6Q,1
AHPFTU3P6FCD57ELJNKKDHASQWJA,0
AGJNVOT2M5ABHV6TDAPHZ44GKYHQ,0
AFXNV267KBJBGT2MFSCHYAFQ374A,1
AFLUOMMI4GS453Q6DCIJFEPZ6W3A,0
AH4I4FH62IYYT66F5N6CIJG75ARQ,0
AEDWKL5XHI2IRVNK2RTBOU7X7C3Q,0
AHMYFQKGC63ASONWKPQSYEE3U2IQ,0
AE5CE7OYTR6GVPFPLDKU4WH2U3QA,2
AFZSAYNMKDTQVOXQW2TCIGBR7RHQ,3
AGK4YQYSSY3FU3SNX3EQJONELJJA,7
AETA5FGE644L56YYDZI45UHV3HNA,2
AHJ3S3V3XBCJZFF7EE4RALKBJPPQ,47
AHOSO5AB2V3TPUIYV5QMPKOYCC6Q,5
AHOY6RP5IP57UAV75SOAXQO7KR3A,0
AFRIUHBUT3I62AG63WOJ6GO7MK7Q,1
AHZAMCQPDRULSR64PRS76ZOWLAPA,5
AFTLTH2ZDYNCDL2VPKZBTF75RKTA,0
AEKN6BLZOYHOCQOCJIK2EUYSDBXA,1
AFFCDWM66CJL6RZPDNZ4EYVXGH2A,1
AFKFBJ3ZLGYAUQYGW7YCIAUFZGOA,0
AHCZKF7BGNDSCAL2QFSH7FHEIMHA,1
AGRESDHSWKRHTNABSWNBZLGVSGEQ,0
AFC3IQ472D7B2SCOKFD5HEJI3CCQ,0
AEXUL6NAQAAMP72AP3HDBO6HTV2A,1
AGSYP37K3WKNWP3RWSAHTYEBVISQ,0
AEZWSCRCKA7TSIPCA3TQKJHD3IOA,0
AEDJGRNGLDCSPDQ4JNQJ7CPOB7PA,0
AFISLSUP4LCJZ376KJ4LNO5IFMLA,0
AFP746DEQQ5CXUJJHCI2GUSX4VCA,2
AE76ZZSO47UTKCCUYBOGXKFB4R4A,1
AF5SRI2Z6Y2F4OBEEPUQ7RMPFIIA,0
AEERNRTIXU7UHRJNHJU5YLYFYKVA,0
AFB2W7K4MNWXLZTISBUUINONT6EA,0
AEI6N63YVUXCUAELLNTKUVBJOAVA,0
AHI632FGV3J64TLWKNVAJ5WFCFMA,4
AFAAJ2JQBNPL7JYAP4JWBWPJD5LA,2
AEZ5XIOVMGBSCLVM5CHARW5OMU7Q,1
AGXX7ZWLBXK6WF4SCAF3AG4MWJMQ,1
AHW2LR2YXNMBEQJ5I5OB56N6OLJQ,0
AGQZ62NG56NGPMSA5SLSJILAEWBQ,0
AGMD2RHNLNVBRKSNK732CM3T27FA,0
AEY3HV4GQHTLLILTSS66CH2IHMYA,0
AGBD56HIPNBFHYUZQE4HCHEY4YJA,0
AGWIR7A3ZM66QSAL3TJ22GSHU55A,0
AGDSNBZVYAETVTRLIK23BEYH3WUQ,0
AGJ2OMRPTIXYFD5FJDQD2ZM7BNOA,3
AH2ZTRKXBZOCI5VSC6ZGSH6NHBDQ,0
AGZDEKBYZ6MFSLB5W5LKFIJE5JNA,1
AF6L5ZQD3WBL2P7ZN5VAFMABWMHQ,0
AHCMR3IQDEYFJXPDLIODZXXVNJTA,0
AFVHGFX2RLJ66WW3BRY25OLNK2PQ,0
AGVBJTKAH4YF7EWMRB64Y2GJMRIA,0
AHWWO43M7Q7KMMBGDOR5JMJK636A,0
AE7ZDNPHYHOI7Q55LZSO6J3JAGYA,0
AFEVG476PAAYPHQQWLNZSMH6U32A,0
AHFKB3FI5FLJASFNZ5RNKU6SUVCA,2
AH5GZ5O673LE353SOPVGTNAIEQNQ,0
AG5T7BAPUYBT6LE5FSBDGUE6ZCXQ,0
AGNMJ2LCYQ57BIMVHW75C6MCJPWQ,0
AH5KNRSD6RKBCN4F7WT6TPIYEUGA,0
AFGEJNQOVHGHQEPJDOK7I7OMIK7A,0
AGOOMXAKSPZJBJWAOBDMDRBWL4IQ,0
AHPF5C2IRGXPX7HWPEJ2MGSF6XIA,2
AEXCNSFJSDS7WTO76BIOQU2GYDJA,0
AE2L2VTHKTXIDTE5R7JUU4WW3AZQ,0
AF7FMSNMIAN6ZABPSPWKXH3B3RVQ,0
AHCFVTFHBNWWLUQB4ZZCD3H7J77A,0
AGBOYAEBYUG7XQIUWD472ASYPV3A,0
AHO7BGD4GJ2DQFL5DHPGPKQMOMFQ,0
AGOJ2WRTHOHG74QBQUSM7LCTOVKA,0
AE5EFPZILS6MKIZZBS536VEFQO4A,3
AFEZ5USUDVJLGSOB5SVVBUOLVNAQ,29
AFANZDVCKZBLGJ5UPC37ASPTM2WA,0
AH3AE47ITB2YXDKZSQJUGADS6SIQ,0
AGMAPS3YMZRN2XQ57PTNLPDCKLBQ,0
AH5RKO5JF332LQMJY2PQXMNHGXYQ,29
AEBNSOBHLXB4KZOBVYIOORKF7BZQ,0
AET76WSAMU5NAFN6XTEBGJGDXD3A,2
AFVQTQM23HW36W655KNBHZKAUPLQ,4
AFJBVD32IH6ZX5BNLILRZIPUJZZA,0
AHBE5YPZBUHJ2OH7DO67ORX2C3OQ,1
AFKH3ZUWQBG7XTXBA6MJLPHU7WXA,1
AE63IY2VV2QNP4BLIEEOP7YMQVCQ,1
AFOLQMVXM7ZRYERQ3JAD7JYNKKIA,0
AGOL7B2AP3JDLUIWDQU2F6HXQQJA,0
AFFWGDBDBUOKL3RMQIJNFJUAGVSQ,1
AGSRRWF5ANWUPHCC7HVAUAA67SSA,0
AGIV5OAXNWAOSZVBLC7EHADCMZGA,0
AGQXXVYUA3B37ZKHA4IEPZXXJNCQ,1
AEXP4AULLRFINXRFJ3FXQDFYYOWA,1
AGFBOGXXNXNW3BK5EVZKWF7746NA,9
AF2WT5HLSFDRZLZXCMBQL4DT2FBQ,0
AH6CZQHGPZ5KJWS43S5WKLM6FPLQ,0
AG6JCB3T4PRY6AYIVKFOV6MPJB7Q,0
AGUSFHNYMZY6KL5YRU5FBXVSITXQ,0
AHPJYIG2QLF3EC45JN4VFXA4XDQA,0
AEP3HQNDKDNNYBPRU5UOQCQ4QZQQ,0
AGY3SUFW22SSPOJVQM5WQI3ZGGFQ,0
AHC2ZPX7EDDQPTJSLDXWLGCQPGLA,0
AEUCXHKBAQI3F6PQGDS5QETOJTPQ,22
AEIQLBQJ7NYHYTTAKDWNYDA2KPUA,0
AEU3FF2QN5LHF3JELYPUCFFZNP7A,0
AGTK6PB3DIN2CH5DTOZTY37C74YQ,0
AFPRXPADBCX62WKODFJFJ2A5RLKA,0
AEJYNAKWXNLK4SJ4ONNNWSKR5ZEA,0
AFBXSJ5I6I4PPWAYEW4A6GP2EX7Q,5
AGTILLNJMBXIL3WADOUT5D7JL5JA,0
AETKN3MZIEUDXAKTWEYZ4YCDYW3Q,0
AGWYMHQPH26D56XUZ54FGTKH5IZQ,2
AE6BON6K5BLJC7CW5FNBII2PFQCQ,0
AG4UY5TXNQGJEGFB3Z3U457NFKEA,0
AEO3UFEOS3ELXMXWPA5CJ34VQ7TQ,0
AE676FZ5UX5SR45OR7H5IQLLPLIQ,0
AHIY6B74GDWBKUNVWCROPLFDMVVQ,0
AHSJUMYFSGTPA7AHGXC72Z7A3Q7A,0
AE6LJNAD5XA3OPVLECDOS46HGBZQ,1
AHFLLZLXIWRHZIX2JCSUVNTFWUCQ,0
AFLJOQRAVS6KBZUWV3TIJUULOA5A,0
AHZJJH2PN4L55RFYSHBDYR7DP73A,0
AGJGO3CDKAJQUESHDTGB46WPKHCA,10
AGYY4GYHK7BB25XHU5BLWTQDW2BQ,5
AEXQTIU2YXKVYBRLFQ5WAGVURVHQ,0
AGAI6BVT4RMJ6ZRWGRAPBJ3RUJ6Q,0
AEMVVAU5ROKJK76IOHQKHEWRFLRA,0
AGQDWXQV7GNQ5UHVKQ2QQ3NIUKBA,3
AGZITV7VCIL4HKIHXNYYWUIJ3MMA,3
AHUB4LKR24W7P77S3TEUBOUW5SWQ,0
AGGY5KI7FMMWWYP2B3X7SC7IHE2Q,0
AFZ4G2LPX27EYRV4BD4TP3W4ZXXQ,0
AFAKDRFJXFX22FDQKP2AXHR3OWEQ,0
AFZEWKQYA4ZH6UUJC27BXONQM6DA,0
AH7HVGL3WQN6HCJEH2G756H3EGIA,0
AG7LRUVAZG4AMMG3JSS2L7PNVCLA,1
AFPEDLJK47FSAQF5BN5XFHGL3JSA,0
AG3FZ7ST6C2R77BP2O4JMYRQ52MA,0
AFCK3OITBY3PCAFLDZAA2XNEQJDQ,0
AG3VSNBVZL5UXFTFFAQMIREN26AA,0
AEL5MWPGIVMXPKWB7RKI37PL6ZXA,3
AESRHEAHGJCUURFTMWQJWTWBMKQA,1
AFBSRM5W4VXZYBQXA4V3NXRUL32A,2
AENGLXININGSHWOPGTFF2V32DBOA,0
AF46PQQYVBOILGKBR4SKP7VJNOCA,4
AEDCEYFL3Q6AR3LBBW6KUGLIUZSA,0
AHBGAX5HBGZORPCNUC7JTXL4IW7A,1
AHWEM7E2PYGW6QCATOWYGZZJ7QPA,0
AHUUQNQ4STDFK4YKEQUNWRRSW7PA,1
AFFUQ74IYR7WHL47W7E5DG4CVHBA,0
AEAPVXLCCZWRESQGTCYMMC7KCU2A,0
AEAY77QOBMM2D3P5A7JBKW52OVMA,0
AFNYRQUQ6O4DJKKWM4YT2OKRFNYQ,0
AEVJOCON4D6LS7ECPHMMPPIKWZSA,0
AF3XN2CMS7TNB4PPCD7XRRCWB6YQ,0
AFGYWRG5C4M43O72QUA4E3TG5PUA,2
AFBNUUEP6RLU6BCSATVAKDQM7ISA,0
AGWJ7DDJ3VM4NK5BV6IXG6PGUQOQ,2
AGJ3XWQI46FTJ77PQHHVT5D56FTA,0
AGCN4M35EAWFYEQTCXUIHDLO2PFQ,0
AEVYMKPLQ3G25CREYAWC347U5O4Q,0
AGFYQKHHDAB2577M24LUAF5POSYQ,0
AEYWSCGUMTGKVHT7K5XYCNGWRNGQ,2
AGXJDEF5RT6WIUPKW4BKVZX3NAKQ,1
AH46X4UHBAV2KZ3UV77D4VG66TPA,32
AHOEHEQKKWTDZ3Z4LNEM27ZVTQ6A,0
AGKXRBHCLNZEYQW3TNBHM6KABJ2A,0
AENMO75Q2V7HE4HSHYI6GOX5FYIQ,0
AFHBNIEWALW2KMNCCO3SZVSYF5ZQ,0
AEUSRLMATLQOLKQ42KFQYH2RDPKA,3
AHXE3QNVEO4M7VVMVAA4YRZ5VSCQ,0
AETXPQBVAVFVGEVJBOGJ2WPIVJAQ,0
AETZSY2WAD5IHKPAEIRRQ3AYOHFQ,13
AHYDXATTJZHTIOX5CMNMGXPZU6ZQ,1
AHISZUYKY5Y4HV7YBPPVL7WR4VBA,0
AGDNPXZHZBXDJ7ELU54GBGOYHP6Q,4
AHCG4HEZ2HRZPVTYXJPNUHBBVQFA,1
AGK5CKDQ2FQPMW7355MCA2MIZUPA,11
AHWPSOLHRW7LFHHORCE4CCY4KEMA,1
AFNEVDXPMUUXW3EIGVGCZKQRNBEQ,0
AG6PIMULBMZMJXCQLQOTDTRIWG5Q,0
AHIAZHE7MZDDPKVLL2UUEZMU44ZA,1
AHCXD2LKPZPAWUXZ32ZZNE3NYYZQ,2
AEJNMJ7NA4XNRSTTEJ52FJFETOZQ,0
AEMBYOFMQMIYUDXVZOV2OSFIWUWQ,2
AHIV5E4QZIRUS6OGUKXYJHKXBHKQ,0
AHYKPFKP6ZRMAS3SHDFMSN2LBKOQ,2
AFCYHUU4NDAQNWRWLFNZYVBZAPFQ,0
AFAIAU26DKSQCZLMTXQN3BP2QGQA,6
AERYH6N7BC5I5SO76JW5F3Z4ZUMQ,2
AELMGVQANXHWWVB3KQKXHPETGZDQ,0
AFXMK2IQCHI3APYUVZ4HRDXIJJJA,2
AFNFYPHHOYYU357WZSSJDY4SXOSA,0
AHV2CP4GCS7MBOTJB3MPNJZIA3MQ,1
AESSGWIRRSBE6RXL2QZ3BW2RP3KA,0
AELBMRGOWMO3ILFOGCB3KFGMBHZA,0
AEIUTZ7WEUAE4PXZWRQ36A3WXTUQ,1
AHCXO3ILYB76YYFDXB6K65TWGYAA,0
AHAQE7NKHYLQ6ICQUGXSUMWOJHOA,0
AGTEZBCXZQ2ILZXKAKUMRINON2AA,0
AFLVEMK5QV73AU4A6BO3X5EFSE5A,0
AGIRDGXXNVS3ZGT2G7OZZAJY4MMQ,0
AEQZ2MBKWOY5KG2BOF4GVWZL65WQ,0
AGS2VC3GYD2G3OHHVOITYNMVTHUA,0
AH6BXEDXT2FGO7EYMDPTQG7HO7VA,2
AEFQMLX72KCIFGZ634KPTI4H4UCQ,0
AEE73ITH4FMRJH326B2F7E5QXAVQ,2
AGKDNSUWEKAGQ7GMAI6JCOSUKP6Q,0
AG6Z6UPUHAIKZZCT7KQ4S6IFFVPA,0
AFA2HZAKKWNUGYNOMQT7TTYOKYTA,0
AH2XDJDFD76NG6SMSM5NSS6EJ6TA,0
AE6BQHYSTFGJAGWNJHT2QIWLQVOA,0
AFHBV7DUA5EHYG7SAQKBSZIKDEEQ,1
AHEORE52AGZSVN3DSLYNRMLIDWTQ,5
AG5XOMIEGWTQKCHPGS77VKDDYUOA,1
AFESOGK6RAEMUSOE6P5YFOAB6KMA,2
AHSRLS4TYALPWYNKMX32TCDUWYPQ,0
AGG5OL7437GO5YJ57IRXD4WVCZGQ,0
AGOIGPPIPBEVDV3RAQV6KTRVMY4Q,1
AGMJFVYKSZAU5AR3IBQMNCJUBSWA,0
AHGDWJAWQF3RHC5XWPY5Z55TTWIQ,1
AF6VEZECVKT4NDPCRMKP626H3KEQ,1
AGP5RJCHPRDZ35TIERPXHVSIDOYQ,0
AELSXWOFXQ5JYTGGX5XBZS3KTWQQ,2
AFXVYJDUZ3HLSA5C3EDTJCWDNSIA,1
AERNPVMAGTL5TK2LJFARUOZETCZQ,0
AEXLJXLT2BECIHWJSZ5MSXA5KA5A,0
AHQNKS767UDUDH6QYJNUD47C7WVQ,0
AEWXJDZPE2MTDUQ5PV2D4IEOWZ6A,0
AFK2I7EJSSICSL2XMIHIL5YIHGVA,0
AHCJSI7OXRPQ66URXSBFN633ERFQ,0
AF6JERHUB6IQWBPOG6XOKIUYI3VQ,5
AFLDJFIGCSOZNOO7TAJFMWBOTNIA,0
AG2IOTNA76CJWFX5IURRVMJWVVBQ,1
AG7P37OYETQ43CMXLZKCMYQXHZOA,0
AH47SG6GYDB43WZAOL6SC2W6MSFQ,0
AEEE65AUS66BL63NNQR354KQBHDA,0
AGBGLR7EK6ULC2OXPXCCWEAE7Y7A,0
AESGLNOOG6D77X3KYOZA3XBBEEHA,2
AG5PZHKBEOMIYZCNUL7S6FOJATYQ,5
AF5OX5OJ2IFYUMGEETNMMIKITRKA,0
AFOI4UM6OQFR5NC2PCKAIMSLTIBQ,0
AHIGYE5HYWO6I3FCWCFWV47ZA4ZA,0
AFIDDD6WMWMGSFZONTE567C2HOPQ,0
AEGSGSUXR3LH6KQWOH22QWKRQ4XA,0
AFAWHRH5SMYTLVJAA4D2ALJHN5HA,0
AHBVOATDD3RGQQ73JAMC2EBADKUQ,0
AFLWQYLJQ5OX3YJEC4ESRKTGTJVA,1
AGSY3OFX2P2BCELBW2QCLPMQGAWQ,1
AESREGQZJVO32YUHFVF33FEP6J3A,0
AHCZN4CSCTWTUCXUIG73WYTKAYDQ,1
AGPWOG4H6DEHOVNEXCNDN4VK5U4A,1
AGXSDQD5FK3QJRPW5NQ2ALKAXOWQ,0
AFKZQNNOLA7TXYJ7ORZZ22XFZSJA,0
AGWL5CBYUUQDUKDKW6I7H5HABGDQ,5
AFEI6AGUAQV4FH4TSBSHUHRXBHYQ,0
AGE4I2TEPV4755LBURJBJNGPSS3Q,0
AFW4PPP2GYKKZW2JXAGWC4ZBOIGQ,0
AEYH6Z3S7QBUIKSHO4KYSEG7KW2Q,0
AG6XGVJWFFNW5QTUTTPUAC4OBPZQ,38
AHUA5544H3YZPZFRGLWZUF232GGA,0
AE4TAG762WBWX53E6DNM7XSVBDWQ,2
AEKNJE46MRYTOXI6NMJTY3OCS43A,4
AGMVLAZ2MTEAIVIZZPI32YRJQVFA,2
AFUVLAB3XMV7KOPMH52DWJNRRJBQ,0
AFZHPATMBXNNBDADBUAFAT4ETAEA,0
AEFY3OUHLE6LD6FJZRQQTXUM3YKA,0
AEXFGERJKJ7YOSSYC2WZUKEKTFQQ,0
AGURY2EBCHKHIPIGZRXHHJEIMTMA,1
